book_id,title,categories,author_names,price,description
OL5974396W,Beginning PL/SQL,Oracle (Computer file); PL/SQL (Computer language); Database management; PL/SQL (Computer program language); Relational databases; Oracle (Computer software); Computer science; Sql (computer program language),Donald Bales,144.26,
OL4804988W,The unnormalized relational data model,Database design; Relational databases,H. Kitagawa; Hiroyuki Kitagawa; Tosiyasu L. Kunii,23.63,
OL4813711W,SQL 3,Computer programs; Database management; Relational databases; SQL (Computer program language); COMPUTERS; Programming Languages; SQL; Relationele databanken; SQL (langage de programmation); Bases de données; Gestion; Logiciels; SQL (Langage de programmation); Bases de données relationnelles,Paul J. Fortier,109.2,
OL4656055W,Mastering Oracle,Oracle (Computer file); Relational databases; SQL (Computer program language),Daniel J. Cronin,41.06,Oracle
OL4700472W,MFDBS 87,Congresses; Database management; Mathematical models; Relational databases,"Symposium on Mathematical Fundamentals of Database Systems (1st 1987 Dresden, Germany); J. Biskup; Demetrovics; J. Paredaens",53.72,
OL20667921W,Advanced Data Management,Relational databases; Cloud computing; Non-relational databases; Distributed databases; SQL (Computer program language); Sql (computer program language),Lena Wiese,126.48,
OL20729385W,Programming Microsoft SQL Server 2012,Relational databases; SQL server; Client/server computing; Database management,Leonard Lobel; Andrew Brust,35.99,
OL16962514W,Expert Oracle database 11g administration,Relational databases; Oracle (Computer file); Database management; Data structures (Computer science); Oracle (computer system),Sam R. Alapati,45.48,
OL19548234W,Microsoft Access 2013 Inside Out,Relational databases; Microsoft Access; Database management,Jeff Conrad,46.28,
OL19546451W,Building Database Clouds in Oracle 12c,Cloud computing; Oracle (Computer file); Database management; Web services; Relational databases; Parallel processing (electronic computers),Tariq Farooq; Sridhar Avantsa; Pete Sharman,39.46,
OL19543261W,Begin to Code with C#,Development; Internet programming; Application software; Relational databases; C# (Computer program language); Microsoft .NET Framework; C (computer program language); COMPUTERS / Programming Languages / C#,Rob Miles,66.3,
OL2033537W,Sams teach yourself DB2 Universal Database in 21 days,IBM Database 2.; Relational databases; Databases & data structures; Computers; Computers - Data Base Management; Computer Books: General; Database Management - General; Computers / Database Management / General; IBM Database 2; Dbase ii (computer program); Client/server computing; COMPUTERS; Programming Languages; SQL; Bases de données relationnelles,Susan M. Visser; Susan Visser; Bill Wong,36.24,
OL20854275W,Conceptual Modeling,Database management; Data mining; Database design; Relational databases,Juan C. Trujillo; Karen C. Davis; Xiaoyong Du; Zhanhuai Li; Tok Wang Ling; Guoliang Li; Mong Li Lee,,
OL18583258W,Oracle 11g new features,Relational databases; Oracle (Computer file); Database management,Brian Carr,56.29,
OL18768983W,Microsoft SQL Server 2008 step by step,Relational databases; Client/server computing; SQL server,Mike Hotek,77.58,
OL1866612W,Oracle administration and management,"Oracle (Computer file); Relational databases; Oracle (computer system); Database management, database management systems",Michael R. Ault,151.53,
OL1866618W,Oracle8 Black Book,Oracle (Computer file); Relational databases,Michael R. Ault,143.87,
OL18327427W,Database systems using Oracle,Relational databases; Oracle (Computer file); Oracle (computer system); Database management,Nilesh Shah,71.01,
OL2005442W,Oracle8i for Dummies,"Relational databases; Oracle (Computer file); Oracle (computer system); Database management, database management systems",Carol McCullough-Dieter,146.05,
OL19998779W,Learning MySQL and MariaDB,Relational databases; MySQL (Electronic resource); Database management; Mysql (computer program language),Russell J. T. Dyer,21.45,"""With an easy, step-by-step approach, this guide shows beginners how to install, use, and maintain the world's most popular open source database: MySQL. You'll learn through real-world examples and many practical tips, including information on how to improve database performance. Database systems such as MySQL help data handling for organizations large and small handle data, providing robust and efficient access in ways not offered by spreadsheets and other types of data stores. This book is also useful for web developers and programmers interested in adding MySQL to their skill sets. Topics include: Installation and basic administration ; Introduction to databases and SQL ; Functions, subqueries, and other query enhancements ; Improving database performance ; Accessing MySQL from popular languages"" --"
OL19809340W,Harnessing Hibernate,Java (Computer program language); Relational databases; Middleware; Hibernate (Electronic resource); Java (computer program language); Database management,James Elliott; Tim O'Brien - undifferentiated; Ryan Fowler,48.31,
OL20011359W,FileMaker Pro 14,Relational databases; FileMaker pro; Database management; Computer programs,Susan Prosser,117.76,
OL19556744W,Pro Oracle application express,Relational databases; Oracle (Computer file); Computer programs; Oracle (Computer file) -- Computer programs,John Scott; Scott Spendolini; John Edward Scott,33.01,
OL19585890W,C[plus plus] database applications with the Paradox engine,Relational data bases; C[plus plus] (Computer program language); C & Visual C; Database software; Computers - Data Base Management; Microcomputer Database Management Software; Relational Databases; Computer Books And Software; Paradox (Computer file); Database Management - General; C++ (Computer program language; Computer Bks - Data Base Management; Computers; C++ (Computer program language); Relational databases,Thomas Finn; Robert Signore; Michael Vernick; Michael O. Stegman,120.39,
OL1897257W,Oracle8i and Unix Performance Tuning,Oracle (Computer file); Relational databases; UNIX (Computer file); Oracle (computer system),Ahmed Alomari,47.8,
OL21459166W,Professional Oracle WebLogic Server,Oracle (computer system); Relational databases,Robert Patrick; Gregory Nyberg; Philip Aston; Josh Bregman; Paul Done,84.95,
OL20297034W,The New Relational Database Dictionary,Relational databases,C. J. Date,166.86,
OL19888057W,Microsoft SQL Server 2012 high-performance T-SQL using Window functions,SQL server; Relational databases; SQL (Computer program language); Client/server computing; Database management; Sql server; Sql (computer program language),Itzik Ben-Gan,40.07,
OL20805793W,Pro Crystal Enterprise / BusinessObjects XI Programming,"Businessobjects (computer program); Business report writing; Relational databases; Business, data processing",Carl Ganz,,
OL2379933W,Microsoft Access 2007 Data Analysis,Computer Technology; Management; Nonfiction; Relational databases; Microsoft Access; Database management; Microsoft access (computer program),Michael Alexander,87.7,"Chart a course for more effective data analysis with Access 2007. With this resource, you'll learn how Access 2007 offers powerful functionality that may be better suited to your data analysis needs. Learn to analyze large amounts of data in meaningful ways, quickly and easily slice it into various views, automate redundant analysis, and save time--all using Access. If you know a bit about table structures and formulas as well as data analysis, start thinking outside the chart."
OL21406456W,Developer's Guide to SQL Server 2005,Sql server; Client/server computing; Relational databases; SQL server,Bob Beauchemin; Dan Sullivan,135.92,
OL20923136W,Database Design and Relational Theory,Relational databases; Database management,C. J. Date,,
OL15315687W,Advances in conceptual modeling--challenges and opportunities,Congresses; Database design; Relational databases; Conceptual structures (Information theory); Information systems; Computer science; Database management; Information storage and retrieval systems; Bioinformatics; Artificial intelligence; Information theory,"International Conference on Conceptual Modeling (27th 2008 Barcelona, Spain)",108.44,
OL16610458W,Oracle 9i,Relational databases; Oracle (Computer file),Michael Abbey; Michael J. Corey; Ian Abramson,129.19,
OL16540936W,MongoDB in action,Object-oriented databases; Database management; Open source software; Software; Relational databases,Kyle Banker,66.42,
OL16626317W,SQL all-in-one for dummies,Relational databases; Database management; SQL (Computer program language); SQL (Computer language); Sql (computer program language),Allen G. Taylor,24.81,Explains how to program and maintain databases and client-server systems using SQL to retrieve data and control operations.
OL1639777W,Oracle 8,Oracle (Computer file); Relational databases,Michael Abbey; Michael J. Corey,76.9,
OL17567157W,Professional Microsoft SQL Server 2012 Integration Services,Relational databases; SQL server; Database management; Sql server,Brian Knight,99.57,
OL15691213W,Using SQLite,Relational databases; SQL (Computer program language); Application software; Database management,Jay A. Kreibich,121.08,
OL16932730W,Pro Oracle database 10g RAC on Linux,Beowulf (Systèmes informatiques); Oracle (Computer file); Database management; Bases de données relationnelles; Parallel processing (Electronic computers); Gestion; Linux; Relational databases; Oracle (Logiciel); Bases de données; Beowulf clusters (Computer systems); Parallélisme (Informatique); Oracle (computer system); Linux (computer operating system); Parallel programming (computer science),Julian Dyke,108.22,
OL17311051W,Oracle8 tuning,Relational databases; Oracle (Computer file),"Michael Abbey; Daniel J., Jr. Dechichio; Ian Abramson; Daniel J. Dechichio",113.95,
OL17494421W,Oracle 12c For Dummies,Oracle (computer system); Database management; Relational databases; Oracle (Computer file),Chris Ruel,31.87,
OL17563571W,Microsoft SQL Server 2012 Internals,Relational databases; Client/server computing; SQL server,Kalen Delaney,,
OL1730527W,Oracle8 architecture,Oracle (Computer file); Relational databases; ORACLE 8.0.,Steven M. Bobrowski,121.42,
OL1730528W,Mastering Oracle7 & client/server computing,Client/server computing; Oracle (Computer file); Relational databases; SQL*PLUS (Computer program language); Oracle (computer system); Sql server,Steven M. Bobrowski,48.23,
OL1698752W,Oracle8,Oracle (Computer file); Relational databases,George Koch; Kevin Loney,79.96,
OL1698754W,Oracle 7,Oracle (Computer file); Relational databases,George Koch,105.24,
OL13815843W,Hibernate search in action,Development; Relational databases; Object-oriented programming (Computer science); Hibernate (Electronic resource); Computer software,Emmanuel Bernard,118.22,
OL15007609W,Oracle Built in Packages,Relational databases; Oracle (Computer file); Oracle (computer system),Steven Feuerstein,87.81,
OL15999513W,Microsoft SQL server 2008 reporting services unleashed,SQL server; Database management; Information retrieval; Corporate reports; Computer programs; Relational databases; Sql server; Client/server computing,Michael Lisin,96.59,
OL16595538W,Database concepts,Relational databases; Database management; Relationale Datenbank; Databases & data structures; Databases; Computers; Business / Economics / Finance; Textbooks; Computer Books: Database; Information Management; Information Storage & Retrieval; Business & Economics / Information Management; Database Management - General,David Kroenke; David Auer,166.43,
OL17581311W,Apache Sqoop Cookbook,File organization (computer science); Programming languages (electronic computers); Web site development; Relational databases; Apache (Computer file : Apache Group),kathleen ting; Kathleen Ting; Jarek Jarcec Cecho,,
OL7801125W,MySQL and mSQL,Database management; Relational databases; SQL (Computer program language); World wide web; Programming Languages; Handbooks; Databases; SQL; Databanken; Software; Mysql (computer program language); COMPUTERS; Engineering & Applied Sciences; Computer Science,Randy Jay Yarger,104.91,"Such textbooks are very necessary, because if you delve into the topic, you can understand many complexities. I also want to recommend a useful article where you learn about mysql optimize table https://www.devart.com/dbforge/mysql/studio/optimize-mysql-table.html . By the way, the powerful dbForge Studio integration environment will help you with this, as it contains a complete set of necessary tools."
OL16958660W,Logical data modeling,Database design; Business enterprises; Database management; Data processing; Management information systems; Relational databases,Alan Chmura,81.25,
OL283020W,Oracle Collaboration Suite Handbook,Computer Technology; Nonfiction; Relational databases; Oracle (Computer file); Computer networks; Oracle (computer system),Ronald J. Zapar,32.61,"Maximize the Capabilities of Oracle Collaboration SuiteFacilitate enterprisewide communication, data sharing, and team work using Oracle Collaboration Suite 10g and the in-depth information contained in this Oracle Press guide. Oracle Collaboration Suite Handbook explains how to install, implement, manage, and optimize the suite in an enterprise environment. You'll discover how you can use this powerful tool to securely, reliably, and cost-effectively enable real-time collaboration, streamline business processes, simplify data distribution, and consolidate corporate information. Tailor a system-specific Oracle Collaboration Suite environment Install the Infrastructure Tier, Datastore Tier, and Applications TierPerform successful migrations to Oracle Collaboration Suite 10gCreate, manage, monitor, and delete user accounts with provisioningControl processes, components, and subcomponents from the command line and the Enterprise Manager Browser interfacePerform reliable full and partial database backups and restoresMonitor, analyze, and act on system log filesAdminister applications, application components, and program functionalityManipulate unstructured data using intelligent containers and Oracle Content Services"
OL556932W,Oracle8i,Oracle (Computer file); Relational databases,Kevin Loney; George Koch,139.67,
OL19006891W,Managing and using MySQL,SQL (Computer program language); Mysql (computer program language); Relational databases; Database management,George Reese; Tim King; Randy Yarger; Hugh Williams; Randy Jay Yarger,,
OL21509742W,DB2 Essentials,Ibm database 2 (computer system); Relational databases; IBM Database 2.,Raul F. Chong; Clara Liu,133.82,
OL6036324W,Data Access Patterns,Computer software; Development; Object-oriented programming (Computer science); Relational databases; Software patterns; Computer storage devices; Memory management (computer science),Clifton Nock,33.92,
OL516133W,Relational Database Management for Microcomputers,Microcomputers; Relational databases; Programming,Jan L. Harrington,135.02,
OL20036343W,Oracle database problem solving and troubleshooting handbook,Relational databases; SQL (Computer program language); Oracle (Computer file); Oracle (computer system); Sql (computer program language),Tariq Farooq,51.06,"Oracle Database Problem Solving and Troubleshooting Handbook delivers comprehensive, practical, and up-to-date advice for running the Oracle Database reliably and efficiently in complex production environments. Seven leading Oracle experts have brought together an unmatched collection of proven solutions, hands-on examples, and step-by-step tips for Oracle Database 12c, 11g, and other recent versions of Oracle Database. Every solution is crafted to help experienced Oracle DBAs and DMAs understand and fix serious problems as rapidly as possible.  The authors cover LOB segments, UNDO tablespaces, high GC buffer wait events, poor query response times, latch contention, indexing, XA distributed transactions, RMAN backup/recovery, and much more. They also offer in-depth coverage of a wide range of topics, including DDL optimization, VLDB tuning, database forensics, adaptive cursor sharing, data pumps, data migration, SSDs, indexes, and how to go about fixing Oracle RAC problems. -- Provided by publisher."
OL4659869W,Idms/R,IDMS/R (Computer system); Relational databases,Larry E. Towner,107.25,
OL3270331W,Advanced relational programming,Relational databases; Database management; Database software; Databases & data structures; Desktop Publishing - General; Computers; Computers - Data Base Management; Computer Books: General; Programming - Software Development; Database Management - General; Computers / Desktop Publishing / General; Computer science; Software engineering; Algebra; Text processing (Computer science; Data processing; Data structures (Computer science),Filippo Cacace; F. Cacace; G. Lamperti,25.66,"This volume aims to present recent advances in database technology from the viewpoint of the novel database paradigms proposed in the last decade. It focuses on the theory of the extended relational model and an example of an extended relational database programming language, Algres, is described. A free copy of Algres complements this work, and is available on the Internet. Audience: This work will be of interest to graduate students following advanced database courses, advanced data-oriented applications developers, and researchers in the field of database programming languages and software engineering who need a flexible prototyping platform for the development of software tools."
OL7914162W,"DB2 9 for Linux, UNIX, and Windows",IBM Database 2.; Relational databases; Databases & data structures; Database Engineering; Computers; Computers - Data Base Management; Computer Books: Database; Database Management - General; Computers / Database Management / General; Operating Systems - Linux; Operating Systems - UNIX; Ibm database 2 (computer system); Linux (computer operating system); Unix (computer operating system); Windows (computer programs); Bases de donnees relationnelles,George Baklarz; Paul C. Zikopoulos,145.15,
OL8977776W,Pro .NET Oracle Programming,Relational databases; PL/SQL (Computer program language); Oracle (Computer file); Microsoft .NET Framework; Oracle (computer system); Computer programming,Mark A. Williams,33.36,
OL9034711W,Understanding Sybase SQL Server 11,Computer programs; Database management; Relational databases; SQL (Computer program language); Programming Languages - SQL; Database Management - General; Database Engineering; Sql (Programming Language); Computers; Computer - Internet; Computer Books: Database; Internet - General; Databases & data structures; SQL; Computer Bks - Internet; Client/server computing; Architecture client-serveur (Informatique); Sybase; Bestandsorganisatie; SQL server,Sridharan Kotta; Gopinath Chandra; Tanyaa Knopp,150.08,
OL830933W,"SQL, the complete reference",Relational databases; SQL (Computer program language); SQL,James R. Groff,37.46,
OL9186438W,SQL,Computer Technology; Nonfiction; Sql (computer program language); SQL (Computer program language); Relational databases; SQL (Langage de programmation); Bases de données relationnelles; COMPUTERS; Programming Languages; SQL,James R Groff         ,,"The Most Comprehensive SQL Resource AvailableGet in-depth details on all the powerful features and capabilities of SQL inside this one-stop guide. Featuring broad coverage of every aspect of this leading database language, this book provides you with an overview of SQL then shows you how to retrieve and update data, program with SQL, use stored procedures, and much more. Covering emerging standards and new related technologies including XML, Web services, EJB, J2EE, and JDBC, this book will help you gain the knowledge and essential skills you need to effectively work with SQL. Comprehensive, organized, and practical, this is the ultimate guide to understanding and using SQL.Master SQL basics and use simple, multi-table, and summary queries Understand key concepts and the latest developments in relational database technology Set up and manage SQL-based databases and write programs to access them Create and use the sample database to run the SQL query examples in the book Find out about Xpath, Xquery, and other XML-based database query standards Discover how J2EE-based applications relate to data management Use and program SQL databases with application servers to create powerful Web applications Preview the future of SQL—including MySQL and the impact of XML and Web ServicesNOTE: due to the large amount of text and graphics, this eBook file is 18.3 MG.  We recommend that you download this eBook using the fastest Internet connection at your disposal, otherwise you may notice a longer downloading time than usual."
OL8961061W,Design and implementation of a database programming language for XML-based applications,XML (Document markup language); Object-oriented methods (Computer science); Relational databases,Henrike Schuhart,128.7,
OL8977719W,The Art and Science of Oracle Performance Tuning,Oracle (computer system); Relational databases; Bases de données relationnelles; Oracle (Computer file),Christopher Lawson,,
OL8856113W,Information Modeling and Relational Databases,Database design; Relational databases; Information modeling,Terry Halpin,42.64,
OL8834106W,"Oracle 10g RAC Grid, Services & Clustering",Oracle (Computer file); Electronic data processing; Parallel processing (Electronic computers); Distributed processing; Relational databases; Beowulf clusters (Computer systems); Oracle (computer system),Murali Vallath,134.16,
OL8833947W,SAS/ACCESS 9.1.3 for Relational Databases,Relational databases; SAS/ACCESS,SAS Publishing,117.91,
OL8273450W,Oracle DBA on Unix and Linux,Computer Technology; Nonfiction; Linux (Computer file); Oracle (Computer file); UNIX (Computer file); Linux; Unix (computer operating system); Oracle (computer system); Relational databases,Michael Wessler,27.76,"Oracle DBA on Unix and Linux provides all the information needed to install, support, tune, and upgrade Oracle databases on the UNIX and Linux platforms. Maintain a robust, mission-critical Oracle8i database. This book provides administrative solutions for the day-to-day DBA. You'll learn how to install the database for maximum efficiency, upgrades, patches, migrations, tune, and maintain its security. The book also explains in detail how to build and support a fully functioning Oracle database. This authoritative text contains up-to-date information available on Oracle's latest release and shows you how to: configure database architecture; install and set up with UNIX requirements; create the actual database with scripts; GUI management products; use Backup and Recovery; tune, monitor, and troubleshoot servers; Web DB and the Oracle Portal, 8i, iFS, Java, and 9I coverage; and iAS--Internet Application Server."
OL11560728W,Trends,"Helicopters; Flight testing; Databases; Relational databases; Handbooks, manuals, etc; Handbooks, manuals",M. J. Bondi,157.44,
OL13312296W,Relationale Datenbanken,Data base management; Database design; Database management; Relational databases,Ernst Grill,104.7,
OL13501416W,Rdb/VMS,Programming; Relational data bases; Relational databases; VAX computers; VAX/VMS (Computer operating system); VAX/VMS,Lilian Hobbs,65.37,
OL13617980W,SQL server forensic analysis,Computer crimes; Investigation; SQL server; Sql server; Client/server computing; Relational databases,Kevvie Fowler,59.32,
OL13360735W,The problem of incomplete information in relational databases,Relational data bases; Relational databases,G. Grahne,65.81,
OL12235500W,A microcomputer-based information management and production planning system,Relational databases; Computer integrated manufacturing systems; Production planning; Flexible manufacturing systems,Ramesh Pendakur,67.36,
OL12396177W,A framework for browsing in the relational data model,Relational databases,Martin Ian Tuori,29.9,
OL12370225W,Advances in conceptual modeling - theory and practice,Congresses; Electronic commerce; Database design; Relational databases; Internet in public administration; Geographic information systems; Database management; Computer software; Information storage and retrieval systems; Mathematical geography; Artificial intelligence; Management information systems,"International Conference on Conceptual Modeling (25th 2006 Tucson, Ariz.)",72.02,
OL15054963W,Mastering SQL server 2008,"Relational databases; Client/server computing; SQL server; Computer Technology; Nonfiction; Sql server; Electronic data processing personnel, certification; Database management",Michael Lee,103.73,"As Microsoft's bestselling database manager, SQL Server is highly flexible and customizable, and has excellent support--the 2008 version offers several significant new capabilities. This book offers accurate and expert coverage on the updates to SQL Server 2008 such as its enhanced security; the ability to encrypt an entire database, data files, and log files without the need for application changes; a scalable infrastructure that can manage reports and analysis of any size and complexity; and its extensive performance data collection."
OL3171100W,Conceptual schema & relational database design,Database design; Relational databases,T. A. Halpin,96.77,
OL2995033W,Upgrading Relational Databases Using Objects,Object-oriented programming (computer science); Corba (computer architecture); Relational databases; Object-oriented databases; Sistemas de banco de dados relacionais,Robert Vermeulen,48.95,"Excerpts: In the 1970s, Dr. E. F. Codd created the Relational model."
OL282993W,OCP Oracle Database 10g,Study guides; Oracle (logiciel); Examinations; Database management; Relational databases; Oracle (Computer file); Oracle (computer system); Databases,Sam Alapati,154.5,Excerpts: The database server I use in this book is the Oracle Database 10g Enterprise Edition Release 10.1.0.2.0.
OL28612942W,Mysql Admin Cookbook Lite,Mysql (computer program language); Database management; Relational databases,Daniel Schneller; Udo Schwedt,,
OL26750625W,SAP HANA 2. 0 Certification Guide,"Relational databases; Business enterprises, computer networks; Computer programming",Rudi de Louw,,
OL2712250W,High performance relational database design,Database design; Relational databases,John Kirkwood,169.31,
OL2707355W,Conceptual modeling - ER '97,Congresses; Database design; Relational databases,"International Conference on Conceptual Modeling (16th 1997 Los Angeles, Calif.)",88.71,
OL27074043W,Relational Theory for Computer Professionals,Relational databases; Database management,C. J. Date,,
OL282801W,Oracle 24x7 Tips and Techniques,RELATIONAL DATA BASES; FILE MAINTENANCE (COMPUTERS); COMPUTER PROGRAMMING; PROGRAMMING LANGUAGES; COMPUTER SYSTEMS DESIGN; ALGORITHMS; Oracle (Computer file); COMPUTER PROGRAMS; SOFTWARE TOOLS; Relational databases,Venkat S. Devraj,117.78,Excerpts: Imagine this: You are part of an operations team for a company that sells books over the Internet.
OL27686912W,Getting Started with SQL Server 2012 Cube Development,Client/server computing; Relational databases; Sql server,Simon Lidberg,,
OL27686422W,SQL Server 2014 Development Essentials,SQL (Computer program language); Relational databases; Client/server computing; SQL server,Basit A. Masood-Al-Farooq,,
OL2762185W,Essential Oracle7,Oracle (Computer file); Relational data bases; Relational databases,Tom Luers,92.15,
OL2762186W,Teach yourself PL/SQL in 21 days,Oracle (Computer file); PL/SQL (Computer program language); Relational databases; SQL*PLUS (Computer program language); Oracle (computer system); Sql (computer program language); PL/SQL (Langage de programmation); Bases de données relationnelles; SQL*PLUS (Langage de programmation); COMPUTERS; Programming Languages; SQL,Tom Luers,71.8,
OL2763055W,Teach yourself Oracle 8 in 21 days,Database management; Oracle (Computer file); Relational databases; Oracle; Database Management - Oracle; Computers; Computers - Data Base Management; Computer Books: Database; Database Management - General; Oracle (computer system); COMPUTERS; Data Processing,"Whalen, Edward.; Edward Whalen; Steve Adrien Deluca",40.44,
OL2760508W,Teach yourself Oracle 8 database development in 21 days,Database management; Oracle (Computer file); Relational databases; COMPUTERS; Data Processing; Oracle (computer system),David Lockman,41.01,
OL25125613W,Professional Microsoft SQL Server 2012 Integration Services,Sql server; Database management; Relational databases,"Brian Knight; Erik Veerman; Jessica M. Moss; Davis, Mike; Chris Rock",46.08,
OL1921636W,Oracle Programming,Oracle (Computer file); PL/SQL (Computer program language); Relational databases; SQL (Computer program language); Oracle (computer system); Sql (computer program language),Rajshekhar Sunderraman,136.8,
OL2620131W,Oracle Database X PL/SQL Programming Workbook,Oracle (Computer file); Database management; PL/SQL (Computer program language); Relational databases,"Michael McLaughlin; McLaughlin, Michael D.CS.",49.39,
OL2620130W,Oracle Database 11g PL/SQL Programming,Computer Technology; Nonfiction; Relational databases; PL/SQL (Computer program language); Oracle (Computer file); Database management; Oracle (computer system); Sql server,Michael McLaughlin,30.69,"Design Feature-Rich PL/SQL ApplicationsDeliver dynamic, client/server PL/SQL applications with expert guidance from an Oracle programming professional. With full coverage of the latest features and tools, Oracle Database 11g PL/SQL Programming lays out each topic alongside detailed explanations, cut-and-paste syntax examples, and real-world case studies. Access and modify database information, construct powerful PL/SQL statements, execute effective queries, and deploy bulletproof security. You'll also learn how to implement C, C++, and Java procedures, Web-enable your database, cut development time, and optimize performance.Create, debug, and manage Oracle-driven PL/SQL programsUse PL/SQL structures, delimiters, operators, variables, and statementsIdentify and eliminate errors using PLSQL_WARNINGS and exception handlersWork with functions, procedures, packages, collections, and triggersDefine and deploy varray, nested table, and associative array data typesHandle external routines, object types, large objects, and secure filesCommunicate between parallel sessions using DBMS_ALERT and DBMS_PIPECall external procedures through Oracle Net Services and PL/SQL wrappersIntegrate internal and server-side Java class libraries using Oracle JVMDevelop robust Web applications using PL/SQL Gateway and Web Toolkit"
OL2625593W,Relational database management with Oracle,Oracle (Computer file); Relational databases; Oracle (computer system),F. D. Rolland,135.97,
OL2620464W,Oracle Desk Reference,Relational databases; Oracle (Computer file),Guy Harrison,45.34,
OL26461189W,Relational Database Design Clearly Explained,Database design; Relational databases,Jan L. Harrington,,
OL29003175W,SQLite - Einstieg in die Datenbankwelt,Sql (computer program language); Relational databases; Database management,Kay Droessler,,
OL5800894W,SQL,Relational databases; SQL (Computer program language); Computer Technology; Nonfiction; Sql (computer program language); Database management,Andrew J. Oppel,123.82,"Essential Skills - Made Easy!Written to the SQL: 2006 ANSI/ISO standard, this easy-to-follow guide will get you started programming in SQL right away. You will learn how to retrieve, insert, update, and delete database data, and perform management and administrative functions. SQL: A Beginner's Guide, Third Edition covers new features, including SQL/XML, and is loaded with updated SQL examples along with notes on using them with the latest RDBMS software versions such as MySQL 5.0, SQL Server 2008, and Oracle Database 11g.Designed for Easy Learning: Key Skills & Concepts - Lists of specific skills covered in the chapter; Ask the Experts - Q&A sections filled with bonus information and helpful tips; Try This - Hands-on exercises that show how to apply your skills; Notes - Extra information related to the topic being covered; Self-Tests - Chapter-ending quizzes to test your knowledge; Annotated Syntax - Example code with commentary that describes the programming techniques being illustrated."
OL5800880W,Oracle Database 11g SQL,Computer Technology; Nonfiction; Pascal; COMPUTERS; Java; Oracle (Computer file); Programming Languages; C♯; SQL (Computer program language); Oracle (computer system); Relational databases; Parallel processing (electronic computers); Sql (computer program language),Jason Price,121.47,"Write powerful SQL statements and PL/SQL programsLearn to access Oracle databases through SQL statements and construct PL/SQL programs with guidance from Oracle expert, Jason Price. Published by Oracle Press, Oracle Database 11g SQL explains how to retrieve and modify database information, use SQL Plus and SQL Developer, work with database objects, write PL/SQL programs, and much more. Inside, you'll find in-depth coverage of the very latest SQL features and tools, performance optimization techniques, advanced queries, Java support, and XML. This book contains everything you need to master SQL.Explore SQL Plus and SQL DeveloperUse SQL SELECT, INSERT, UPDATE, and DELETE statementsWrite PL/SQL programsCreate tables, sequences, indexes, views, and triggersWrite advanced queries containing complex analytical functionsCreate database objects and collections to handle abstract dataUse large objects to handle multimedia files containing music and moviesWrite Java programs to access an Oracle Database using JDBCTune your SQL statements to make them execute fasterExplore the XML capabilities of the Oracle DatabaseMaster the very latest Oracle Database 11g features, such as PIVOT and UNPIVOT, flashback archives, and much more"
OL5800983W,Java database best practices,Database design; Java (Computer program language); Relational databases; Java (computer program language),George Reese,37.32,
OL712918W,Microsoft SQL server 2008 new features,Client/server computing; Computer Technology; Nonfiction; Relational databases; SQL server; Sql server,Michael Otey,56.58,"Maximize the New Capabilities of Microsoft SQL Server 2008Take immediate advantage of all the innovative features and benefits available in SQL Server 2008 with help from this expert guide. Written by the technical director for SQL Server Magazine, this book offers a concise yet in-depth look at the new and improved enterprise data management capabilities, developer functions, Business Intelligence tools, and security enhancements of SQL Server 2008. This is the perfect resource for decision-makers, developers, and DBAs preparing for upgrades or migration. Get details on:The new Transparent Data Encryption, Extended Events, filtered indexes, and auditing featuresThe new Resource Governor, policy-based management framework, T-SQL IntelliSense and debugging, and PowerShell integrationAvailability enhancements-Failover Clustering, Database Mirroring, peer-to-peer replication, backup compression, and the new table lock escalationThe new ADO.NET Entity FrameworkLINQ (Language Integrated Query)The new native DATE, TIME, FILESTREAM, and Geospatial data typesT-SQL enhancements, such as the new DECLARE, MERGE, and GROUPING SETS statementsThe more powerful BI toolset, including Integration Services Data Profiling, Analysis Services new Cube Designer, and Reporting Services new tablix controlsImproved Microsoft Office integration capabilities"
OL7948856W,Database Systems Using Oracle,Relational databases; Oracle (Computer file); Oracle (computer system); Sql (computer program language),Nilesh D. Shah,43.62,
OL7948072W,Programming Oracle Triggers and Stored Procedures (3rd Edition) (Prentice Hall PTR Oracle Series),"Oracle (computer system); Relational databases; Computer software, development; Computer software; Development; Oracle (Computer file)",Kevin Owens,35.94,
OL6039451W,Microsoft SQL Server high availability,Client/server computing; Computer Technology; Nonfiction; Professional; Relational databases; SQL server; Technology; Sql server,Paul Bertucci,69.94,"Offers example-based coverage for various high availability solutions.
* High availability is becoming an increasingly important topic for database administrators, data architects and system architects.
* Covers choosing, planning, implementing and administering a high availability solution along with the business justifications.
* Paul Bertucci has over 20 years of database experience including consulting for numerous Fortune 500 companies."
